Rockyview County,50.906194928599994,-113.81459712979999
Rocky View,51.2032209,-113.99307150000001
Central City Village,33.4352313613,-111.99674771299999
Chatauguay,45.360652,-73.714577
Perry Twp,41.765358899999995,-81.180237
Cleveland Heigh,41.50049129999999,-81.5657742
North Olmstead,41.417521,-81.916714
Mont St-hilaire,45.567703200000004,-73.1815634
Ahwahtukee,33.3211123,-111.9880199
Phoeniix,33.5106684,-112.029752
Bradford West Gwillimbury,44.1135324,-79.5682291
Concord Twp,41.698412899999994,-81.2454112
W Henderson,36.0074786,-115.1179507
Robinson Twp.,40.4502266,-80.1261475
Montreal-West,45.45296478270001,-73.6457061768
Mont-Royal,45.5067574,-73.6603997
"Las Vegas,",35.9707406,-115.166722
Cleveland Hghts.,41.5012588,-81.5929132
Buckeye - Shaker,41.483633844699995,-81.59069538119999
"Harrisburg,",35.3216268,-80.6601395
Medina Township,41.1657595,-81.8629854
North Toronto,43.7351127,-79.4201862
Ste-Dorothée,45.5221539,-73.7887377
Charlotte ,35.2364434,-80.9138608
Glbert,33.286623,-111.755548
Mt Lebanon,40.382351493099996,-80.052662
St-Bruno-de-Montarville,45.5057439582,-73.3768551455
Brookpark,41.417427,-81.80475799999999
Bainbridge Township,41.413695000000004,-81.33986
Citibank,36.14407,-115.28133000000001
Olmsted Township,41.373874,-81.945803
Monoroeville,40.430899,-79.717123
Auburn Twp,41.3870353699,-81.2162322998
Parma mid birth,41.3886412,-81.72947020000001
Mississagua,43.700816700000004,-79.64639620000001
N E Las Vegas,36.204528,-115.064916
Saint-Sauveur-des-Monts,45.889754499999995,-74.1524336
Hendserson,36.0252255,-115.10146
Montrèal,45.5166343,-73.57889990000001
Las Vegas Nevada,36.0965891,-115.1819149
Concord Mills,35.3742776147,-80.7304715744
Nellis AFB,36.239778799999996,-115.04039070000002
York Regional Municipality,43.8626993255,-79.4840282725
Suncity,33.6020658,-112.280129
North  Ridgeville,41.397458,-81.9951818
Montreal-Ouest,45.45301898859999,-73.64538475890001
Cuyohoga Falls,41.1368295,-81.54680859999999
Phoenix Metro Area,33.5952506,-112.1927381
"Urbana, Illinois",40.115516,-88.202043
Mt Holly,35.288874,-81.020368
Pgh Int Arprt,40.497765,-80.24354699999999
St-Laurent,45.5120624,-73.67933690000001
Valleywide,33.492297,-112.03933500000001
Plum Boro,40.4517827,-79.7127302
Ville Mont-Royal,45.5067531656,-73.6625331268
North Huntingdon,40.3543589,-79.7668006
Phx,33.4499167,-112.07474369999998
S Concord,35.351565151500004,-80.68679974279999
Laveen Village,33.3769787,-112.17555970000001
St. Jean Sur Richelieu,45.3318711,-73.28608359999998
Spring Hill City View,40.4694421,-79.98570140000001
Mayfield Heights.,41.524695,-81.43487900000001
Brooklyn Hts.,41.42203,-81.672708
Mayfield Village,41.5379726,-81.4381133
West Montréal,45.500127,-73.577884
Rosemere,45.627692200000006,-73.8077308
C Las Vegas,36.156263,-115.20381200000001
Mc Adenville,35.2514309,-81.078632
Shaker Hts,41.488122499999996,-81.5893635
Murrysville (Monroeville),40.4275797037,-79.707846935
Toronto Division,43.644724,-79.376319
Nottingham Township,40.2402325,-80.0731145
Cranberry Twp,40.459463899999996,-79.9874445
​Chandler,33.3073529404,-111.87539829299999
Henderson Nevada,36.0325268645,-115.0992894984
Mentor On the,41.7054148,-81.359921
Orange Village,41.4615664,-81.4870631
Phoneix,33.626416799999994,-111.98026429999999
Côte Saint-Luc,45.4909446,-73.65074320000001
Sainte-Marguerite-Esterel,46.0312971,-74.05669499999999
Warrensville Hts.,41.4472295,-81.4967985
Old Town Scottsdale,33.4932314,-111.92514399999999
Montéal,45.520650399999994,-73.5543287
Cuddy,40.3481607,-80.15548340000001
Westworld Scottsdale,33.6363698959,-111.8762348592
St-Leonard,45.597955999999996,-73.578836
Midnapore,50.913562299999995,-114.06399240000002
East Mc Keesport,40.380738799999996,-79.81138929999999
Rockey View,50.998993299999995,-113.8918085
Mentor On The Lake,41.7136192878,-81.3617987823
Gelndale,33.5381352653,-112.2382420238
South Charlotte,35.2171602,-80.848097
Upper Saint Clair,40.3627094,-80.08444870000001
Apache Trail,33.4145489,-111.61147350000002
North Carolina,35.239466,-80.797826
Rock Hill SC,34.9705313279,-80.99378988149999
McCandless Township,40.5673178,-79.9994328
Saint-Isidore-de-Laprairie,45.300531,-73.66279809999999
Las Vegas Valley,35.99873579999999,-115.15927179999998
Montréal-West,45.453015,-73.64603100000001
Montral,45.502144200000004,-73.5756155
Communauté-Urbaine-de-Montréal,45.480249,-73.796409
Mc Murray,40.289105697,-80.11169843180001
East Hawkesbury,45.558333000000005,-74.43333299999999
Northyork,43.773652899999995,-79.41361579999999
East Gwillimbury,44.099994200000005,-79.4911527
North Phoenix,33.640474600000005,-112.13530870000001
Church Cove,35.532021,-80.8516825
Pittsburch,40.4305008,-80.13449849999999
Ballantyne,35.070495,-80.8445179
N Ridgeville,41.39669,-81.99624399999999
Le Sud-Ouest,45.4874685,-73.5607504
Scottadale,33.495233,-111.9272679
Montréal (Québec),45.516949,-73.579716
Bedford Hts,41.422438299999996,-81.4972719
Caledon Village,43.8215904,-79.9435663
"Laval, Pont Viau",45.575356799999994,-73.6977717
St-Benoît de Mirabel,45.572219700000005,-74.05278009999999
Ansnorveldt,44.079896999999995,-79.538379
Mt. Holly,35.2974493,-81.0098038
Cleveland Hts.,41.503713399999995,-81.5658982
Moon Twp.,40.5192600617,-80.2189684566
Deux-Montagnes Regional County Municipality,45.525269,-73.994516
Port Credit,43.559306400000004,-79.5771984
Mc Farland,43.014136900000004,-89.2886944
Cote Saint Luc,45.4882585,-73.6533989
Rocky View County,51.202721999999994,-113.9936527
St. Léonard,45.5681833,-73.59042029999999
Beachwood ,41.498545,-81.49396479999999
Bradfordwoods,40.6380137,-80.08134270000001
Woodmere Village,41.4633121,-81.4878242
"Indian Land,",34.9373062091,-80.8381510153
N. Randall,41.4353891,-81.5365298
Higley,33.325921,-111.720724
Beloeil,45.5712464163,-73.2025226965
Schottsdale,33.50185,-111.92793999999999
Richmonhill,43.8416704,-79.3957974
St-Lazare,45.4029346,-74.1525277
Mt. Horeb,43.0082461,-89.73809179999999
Cote-Saint-Luc,45.4598054,-73.6631182
Baie-d'Urfe,45.4330912813,-73.9044640728
Las Vegas East,36.076943,-115.10026599999999
Etobicoke,43.637329,-79.5311665
L'ile-Bizard,45.489134,-73.8756868
Penn Hills Township,40.4729882325,-79.8202362657
Canonsburd,40.2634088,-80.1738737
Mayfield Hts.,41.5204776,-81.46706999999999
New Tecumseth,44.0121427736,-79.6793531009
Whtiby,43.859831,-78.94528000000001
Concord Township,41.679601399999996,-81.2828941
Montreal-Nord,45.589546500000004,-73.6337117
Southside Flats,40.429637,-79.985788
River Drive Park,44.125473965699996,-79.5107264822
Las Vegass,36.1988542,-115.2659777
Montreal-Quest,45.4539088,-73.6483445
Île des Soeurs,45.455540040200006,-73.5562992096
Fort  Mill,35.058875799999996,-80.9901452
Cave Creek Road,33.83181629999999,-111.9473384
Metro Phoenix,33.5759242,-112.11835009999999
Northfield Center Township,41.314205,-81.5296434
Old Scottsdale,33.4945265,-111.930871
Highland Hts,41.540139200000006,-81.4514676
Surprise Crossing,33.6103036951,-112.3573493958
St-Jean-sur-Richelieu,45.3522099565,-73.2942836912
Saint-Jerome,45.7770751,-74.0031069
Cuyahoga Fls,41.136988,-81.488488
Whiitby,43.869696000000005,-78.912635
Scotesdale,33.49816980000001,-111.9273182
Geauga,41.4623737,-81.2358734
"Lakewood, Oh",41.4771421,-81.7774846
Oakridges,43.952874728000005,-79.4554064469
North Huntington,40.3362422,-79.7448761
North  York,43.7593403,-79.4107932
Ft. Mill,35.004727100000004,-80.9497367
Sheffield Village,41.4258406,-82.0809292
Division No. 6,51.0844355,-113.95461850000001
Fitchburgh,43.0154011,-89.48245059999999
Chandler-Gilbert,33.3091946,-111.82108659999999
Auburn Township,41.3874533,-81.2173036
Old Brooklyn,41.4414219,-81.7053681
St-Jerome,45.759381549,-74.0218477566
Central Henderson,36.0142201346,-114.95324492450001
De l'Eglise,45.5132734,-73.6758868
Toronto-West,43.6815737,-79.47352420000001
"Scottsdale, AZ",33.5870065,-111.9246131
Stetson Valley,33.7242311,-112.1817702
Indian Land,34.9369484,-80.83846
Twinsburgh,41.306627,-81.424341
Wilkens Township,40.4300158,-79.8081071
Harrisbug,35.315978768499996,-80.67393697920001
Broadview Hts,41.33031,-81.6802054
Estrella Village,33.4476587,-112.13456770000002
Chargrin Falls,41.431421,-81.392264
Montréal-Nord,45.6049978713,-73.6262883177
Troy Township,41.387421,-81.156408
Pheonix,33.677072700000004,-111.97403510000001
Whitchurch-Stouffville,43.9994281,-79.23688790000001
Oak Ridges,43.9427466,-79.4597531
Saintt-Bruno-de-Montarville,45.5014463,-73.375066
Morin-Heights,45.903851218199996,-74.23697381619999
Mesa Arizona,33.362212899999996,-111.85955
Toronto-North York,43.7643982,-79.4845378
Monreoville,40.43793370000001,-79.7451255
East Calgary,50.9342851112,-113.9645815742
Mississauaga,43.610796,-79.748754
charlottte,35.2212615089,-80.8404305279
South Las Vegas,36.071732700000005,-115.24296310000001
Montreal-Est,45.6425628,-73.55522679999999
Saint-Bernard de Lacolle,45.009652,-73.453282
Nationwide,41.2324247,-81.84091540000001
W Spring Valley,36.097164,-115.294495
Median,41.1380638,-81.8639808
North of Brampton,43.78249,-79.843878
Glendale Az,33.7135958371,-112.20012529520001
Mt. Lebanon,40.3678464852,-80.03701247779999
SW Calgary,50.9969756372,-114.0739399
Fabreville,45.5762133,-73.78802359999999
North Strabane Township,40.2563009232,-80.15211270020001
Ahwatukee,33.3485509,-111.97515120000001
East Mississauga,43.557103000000005,-79.580702
Middleburg Hts.,41.376899,-81.79170140000001
Bedford Hts.,41.421617299999994,-81.52685890000001
Mesa AZ,33.464138575300005,-111.6832941771
L'Île-Bizard,45.489603,-73.870583
Saint-Leonard,45.6066619,-73.6046249
Las Vegas ,36.1177804,-115.17293319999999
Henderson (Green Valley),36.003656799999995,-115.0855048
L'ile-Perrot,45.38696037890001,-73.9627345227
Phoenx,33.464842100000006,-112.11816509999998
Point-Claire,45.464152,-73.83191500000001
Township of Concord,41.6736549,-81.282494
Pickering Ajax Whitby,43.8320501962,-79.0964126587
Nellis Air Force Base,36.2373591674,-115.0470566506
Downtown Toronto,43.653666057200006,-79.3947960064
Ahwatukee Foothills Village,33.3186658503,-112.0676644503
Elizabeth Township,40.23798789999999,-79.8172407
North Las Vegas ,36.237064000000004,-115.169867
L'Île-Perrot,45.39229,-73.96050699999999
Rostraver,40.2126619327,-79.84158396720001
Neville Island,40.516998,-80.149468
Brunswick Hills,41.237826,-81.87873509999999
Sainte-Adele,45.9627867,-74.124379
Pheonix AZ,33.3917775,-112.0959487
Las  Vegas,36.169709600000004,-115.1236952
Hyland Heights,41.539363,-81.451575
Moon Twp,40.525877,-80.21256340000001
Mississaugua,43.593078399999996,-79.6424911
Fountain Hls,33.6095727,-111.7252741
Old Port of Montreal,45.504317900000004,-73.54956709999999
Warrensville Hts,41.4264509,-81.5060124
Peters Township,40.26363189999999,-80.131007
Ste-Therese-de-Blainville,45.6471282,-73.83877120000001
"Cleveland, OH",41.5004547384,-81.6939640562
"Etobicoke,",43.6474094,-79.5113757
Sun Praiie,43.1864674859,-89.26660674729999
LasVegas,36.120269,-115.173581
Henderston,36.0672519329,-115.0412193246
Île-des-Soeurs,45.4685474,-73.5430713
Rocky View No. 44,51.2032209,-113.99307150000001
Catawba Springs,35.4805307608,-80.9942364693
Scarobrough,43.786828,-79.25841729999999
Northeast Calgary,51.1552450881,-114.0592632156
Hnederson,36.027507,-115.0838521
La Vegas,36.1605691,-115.32088519999999
Las Vergas,36.1684708,-115.2235822
"Chomedey, Laval",45.538789,-73.73411999999999
Middleburg Hts,41.361469,-81.8120602
Woodbridge (Vaughan),43.8446951863,-79.5563149452
Toronto-Etobicoke,43.624129100000005,-79.5116194
Dollard-des-Ormeaux,45.484315,-73.795652
Upper St Clair,40.3451178158,-80.056861396
Sainte-Genevieve,45.471374600000004,-73.8777466
West Toronto,43.645051404499995,-79.41472036649999
Scottsale,33.581236,-111.8789239
Garfield Hts,41.426235399999996,-81.6129562
Centennial Hills,36.302132,-115.286198
"Las Vegas, NV",36.1513326,-115.2438892
Phoenix AZ,33.5769763,-112.10147490000001
Cranberry Township,40.408851399999996,-80.1149414
Pepperpike,41.462931,-81.46181899999999
N. Las Vegas,36.2170248,-115.18524140000001
Phoenix Valley,33.4483771,-112.07403729999999
Mississauge,43.568452,-79.6661289
Mt. Washington,40.4266461,-80.00479759999999
Vaughan Mills,43.8254877855,-79.5349099769
Columbia Sta,41.3127,-81.9356
Phoniex,33.62380170000001,-112.03000630000001
Southeast Calgary,50.8758084,-114.0357265
Le Haut-Saint-Laurent Regional County Municipality,45.048126200000006,-73.8155548
"North Olmsted,",41.426557,-81.893084
Durham Regional Municipality,44.0278363,-79.0630906
East Gwilimbury,44.0742045,-79.48504390000001
N W Las Vegas,36.2411566,-115.2268935
Suprise,33.635440100000004,-112.35912079999999
University Ht,41.498484000000005,-81.535781
Missisauga,43.598758700000005,-79.78392029999999
Saint-Charles-Borromee,46.067006899999996,-73.490804
St. Sauveur,45.89241,-74.1487334
Wilkinsburg,40.4438184,-79.8853354
Cleveland Height,41.516355499999996,-81.5686627
Painesville Township,41.7488834,-81.21077240000001
Cote Saint-Luc,45.458639899999994,-73.660976
Etibicoke,43.6116933,-79.557183
McKeesRocks,40.4757752,-80.0584825
N. Ridgeville,41.37983079999999,-82.0606327
Lake Norman,35.4458770752,-80.8797683716
Sainte-Dorothée,45.5278543255,-73.7838943559
Kahnawake,45.375821,-73.706218
Etobiicoke,43.5981043517,-79.5185276174
Russell Twp,41.4469995,-81.3375896
Mc Kees Rocks,40.4749283,-80.0998233
"Markham, ON",43.8420797,-79.3743432
"Laval, Ste Dorothee",45.534249600699994,-73.7913191861
Regional Municipality of York,43.894627299999996,-79.4396744
Mississuaga,43.5825247321,-79.6193143353
Notre-Dame-De-L'ile-Perrot,45.352407,-73.90646
Beltline,51.0413217,-114.08896920000001
Las Vegas Nv,36.169941200000004,-115.13982959999998
University Hts ,41.5013534,-81.53810190000002
N Solon,41.423576399999995,-81.47740209999999
East Ajax,43.863,-79.016
Saint - Hyacinthe,45.647609100000004,-72.95288659999999
St-Clet,45.387731200000005,-74.24287340000001
Las Vegas & Henderson,36.0402159,-115.22448529999998
Sainte-Thérèse-de-Blainville,45.6394669309,-73.84227801109999
"Phoenix, AZ",33.5243505,-112.04784029999999
Laveen,33.378921000000005,-112.166459
Richmond Hts,41.538172100000004,-81.4942018
Henderson and Las vegas,36.0395247,-114.9817213
Toronto Scarborough,43.7767555,-79.25900809999999
Ville Saint Laurent,45.4983360049,-73.709537807
Mattews,35.133926,-80.71005
N Las Vegas,36.2380216,-115.1853032
Mayfield Heights (Cleveland),41.5204836,-81.45913929999999
"Phoenix,",33.6481237,-112.11868670000001
McMurry,40.2668304,-80.1289421
East Credit,43.578735385600005,-79.68218564989999
N. Olmsted,41.425812799999996,-81.89747790000001
Mint  Hill,35.171874,-80.656173
Lake Mead,36.1293482785,-114.8745703697
Mayfield Hts,41.5210559,-81.4372142
